Date,Open,High,Low,Close,Adj Close,Volume
14-12-2004,36,36,34.709999,35.580002,30.728567,2680800
15-12-2004,35.889999,36.349998,34.799999,35.029999,30.253569,2249435
16-12-2004,34.400002,35.959999,30,35.490002,30.650845,3493760
17-12-2004,35.490002,35.490002,33.599998,33.799999,29.191278,3610210
20-12-2004,33.799999,35.389999,33.799999,34.009998,29.372643,3311645
21-12-2004,34.57,34.990002,34.299999,34.860001,30.106739,1624245
22-12-2004,35.599998,35.599998,34.419998,34.91,30.149923,1713885
23-12-2004,35.400002,38,35.400002,37.759998,32.61132,8349650
24-12-2004,37.98,38.52,36.220001,36.68,31.678581,2763225
27-12-2004,36.799999,37.220001,32.310001,37.099998,32.041313,1350515
28-12-2004,37.299999,37.700001,36.5,37.049999,31.998131,1033545
29-12-2004,37.09,37.369999,36.220001,36.400002,31.436762,894270
30-12-2004,37,37.580002,36.41,36.560001,31.574955,1201520
31-12-2004,37,37.400002,36.599998,37.040001,31.989496,867525
03-01-2005,37,38.200001,37,38.040001,32.853142,1421010
04-01-2005,38.220001,38.400002,37.400002,37.939999,32.766769,1115825
05-01-2005,37.990002,37.990002,35.509998,36.849998,31.825403,1163085
06-01-2005,36.82,38,35.400002,37.029999,31.980856,1192610
07-01-2005,36.130001,38.380001,36.130001,38.02,32.835869,1530260
10-01-2005,38.34,39,37.900002,38.419998,33.181328,1267765
11-01-2005,38.099998,38.580002,36.799999,37.59,32.4645,840515
12-01-2005,37.220001,37.639999,35.619999,36.27,31.32448,813470
13-01-2005,36,36.639999,34,35.130001,30.339928,2944635
14-01-2005,35.34,38.400002,35.299999,37.790001,32.63723,3135360
17-01-2005,38.599998,40.200001,37.23,39.349998,33.984524,4946040
18-01-2005,40.299999,41.599998,39.220001,39.709999,34.295429,5393870
19-01-2005,39.959999,40.400002,38.700001,39.130001,33.794521,1284450
20-01-2005,39.34,39.34,37.619999,38.209999,32.999958,1227895
24-01-2005,38.66,41.93,37.799999,40.880001,35.305904,3109595
25-01-2005,41,41,39.400002,39.740002,34.321342,1605020
27-01-2005,40.099998,41.599998,39.810001,41.299999,35.668636,1910595
28-01-2005,41.700001,41.700001,40.650002,41.029999,35.435448,873020
31-01-2005,41.48,42,40.810001,41.209999,35.590904,1530985
01-02-2005,41.799999,41.799999,39.52,40.889999,35.314545,2379935
02-02-2005,41,43.779999,40.400002,43.049999,37.180016,3165625
03-02-2005,43.400002,45.27,42.799999,44.919998,38.795033,3884995
04-02-2005,45.18,48,44.200001,45,38.864132,2528320
07-02-2005,45,45.889999,44.049999,44.669998,38.579132,830040
08-02-2005,41.110001,46.560001,41.110001,45.919998,39.658684,2233545
09-02-2005,46.5,46.799999,45.400002,46.209999,39.909142,1239290
10-02-2005,45.799999,46.5,44.599998,45.040001,38.89867,485370
11-02-2005,45.040001,46.389999,44.419998,46.130001,39.840054,642145
14-02-2005,46.400002,47.299999,45.610001,46.27,39.960964,1174155
15-02-2005,46,46.400002,45.400002,46.189999,39.891869,438620
16-02-2005,46,47,45.400002,46.380001,40.055969,1328660
17-02-2005,46.380001,46.380001,43.599998,44.099998,38.086842,1035375
18-02-2005,44.799999,45.400002,43.799999,44.009998,38.009121,926520
21-02-2005,46.400002,47.169998,44.119999,45.91,39.650047,1647380
22-02-2005,46.200001,46.599998,45.200001,46.279999,39.969597,1550545
23-02-2005,46,46.599998,45,45.599998,39.38232,830910
24-02-2005,45.599998,46.299999,44.450001,45.73,39.494587,1300075
25-02-2005,46.259998,47,45.02,45.240002,39.071404,1062885
28-02-2005,45.740002,51.299999,45.740002,48.419998,41.817802,4790575
01-03-2005,47.799999,47.799999,44.599998,45.919998,39.658684,2324410
02-03-2005,46.009998,46.84,45.43,45.689999,39.460041,1196570
03-03-2005,46.959999,46.970001,45.400002,45.619999,39.39959,1082705
04-03-2005,46.139999,46.490002,45.810001,46.310001,39.99551,1028510
07-03-2005,48.400002,48.400002,47,47.330002,40.876423,1707605
08-03-2005,47.799999,49.57,47.529999,49.18,42.474178,1594815
09-03-2005,47,51,47,50.259998,43.406906,3267225
10-03-2005,51.189999,52.799999,49.799999,51.48,44.46056,3611995
11-03-2005,51.990002,52.599998,50.93,52.209999,45.091026,2708980
14-03-2005,52,53.950001,51.91,52.07,44.970112,2175070
15-03-2005,52.57,53.439999,50,51.330002,44.33102,2306335
16-03-2005,51.98,53.400002,48.41,48.959999,42.284168,4119850
17-03-2005,49.98,50.68,48.299999,48.639999,42.007801,1530685
18-03-2005,48.759998,49.110001,47.599998,48.34,41.748714,1406580
21-03-2005,48.970001,49.139999,48,48.049999,41.498249,504030
22-03-2005,48.580002,48.580002,46.57,46.880001,40.487782,728745
23-03-2005,46.400002,47.52,46.400002,47.360001,40.902332,2864225
24-03-2005,47.599998,47.599998,45.810001,46.59,40.237324,600425
28-03-2005,46.900002,47.48,46.209999,46.360001,40.038689,522475
29-03-2005,46.599998,46.619999,45.009998,45.349998,39.166405,688995
30-03-2005,45.700001,47.040001,44.610001,46.029999,39.753681,3205320
31-03-2005,46.599998,48.349998,46.049999,47.52,41.040516,381240
01-04-2005,47.400002,47.959999,47,47.630001,41.135517,260045
04-04-2005,47.630001,48.139999,47.200001,47.439999,40.97142,237750
05-04-2005,47.860001,48.799999,46.610001,47.220001,40.781422,482330
06-04-2005,47.759998,47.779999,46.740002,47.060001,40.643246,391140
07-04-2005,47.400002,47.990002,46.5,46.860001,40.470512,444470
08-04-2005,47.560001,47.560001,45.799999,45.91,39.650047,303400
11-04-2005,46.279999,46.279999,45.200001,45.599998,39.38232,454780
12-04-2005,46.139999,46.139999,44.82,45.470001,39.270042,162440
13-04-2005,45.919998,45.919998,45.099998,45.299999,39.123215,168810
15-04-2005,45,45.599998,44.59,45.279999,39.105949,278600
18-04-2005,44.799999,45.200001,43.200001,44.630001,38.544586,315215
19-04-2005,45.200001,46.799999,45.200001,46.310001,39.99551,776725
20-04-2005,46.400002,46.990002,45.299999,45.799999,39.555038,656505
21-04-2005,46.209999,47.900002,45.799999,47.360001,40.902332,2249250
22-04-2005,48,48.84,47.220001,47.740002,41.230511,1709870
25-04-2005,47.98,49.990002,47.41,49.240002,42.525993,1197390
26-04-2005,49.869999,49.869999,48,48.220001,41.645073,649065
27-04-2005,48,48.98,47.009998,48.049999,41.498249,412015
28-04-2005,47.400002,48.509998,46.099998,47.220001,40.781422,2859300
29-04-2005,45.099998,47.02,45.099998,46.02,39.745049,2762985
02-05-2005,46.57,47,45.860001,46.91,40.513702,1045745
03-05-2005,46.799999,46.799999,46,46.18,39.883232,745630
04-05-2005,46,46.57,45.599998,46.189999,39.891869,447725
05-05-2005,47.200001,52.599998,47.200001,48.529999,41.912796,2585965
06-05-2005,48.73,49.189999,47.560001,47.950001,41.411888,3000720
09-05-2005,48.299999,48.450001,47.200001,48,41.455063,1056070
10-05-2005,47.98,48.189999,47.099998,47.549999,41.066425,649735
11-05-2005,47.580002,47.580002,46.080002,46.400002,40.073235,948705
12-05-2005,46.560001,47.799999,46,46.689999,40.323692,4594225
13-05-2005,47,47.68,46.200001,46.470001,40.133694,1377725
16-05-2005,46.48,46.48,45.23,45.52,39.313221,885465
17-05-2005,46.400002,46.400002,43.790001,44.290001,38.250942,3437500
18-05-2005,44.400002,44.779999,43.66,44.34,38.294106,843195
19-05-2005,44.740002,45.279999,43.700001,44.009998,38.009121,1464990
20-05-2005,43.959999,44.389999,43.259998,44.029999,38.516491,1222320
23-05-2005,44.799999,45.150002,44,45.009998,39.373768,1978210
24-05-2005,45.139999,45.360001,44.099998,44.830002,39.216309,1905190
25-05-2005,44.599998,45.200001,44.220001,45.009998,39.373768,1314570
26-05-2005,45.009998,45.16,43.599998,44.130001,38.60397,516750
27-05-2005,44.400002,45.299999,43.93,44.950001,39.321285,1103825
30-05-2005,45.18,45.599998,44.099998,44.330002,38.778927,681940
31-05-2005,44.900002,48.299999,44.330002,47.950001,41.945621,5410810
01-06-2005,48,48,47.02,47.740002,41.761921,1406785
02-06-2005,47.400002,47.400002,45.599998,45.619999,39.907387,1905010
03-06-2005,46.400002,47.049999,45.220001,46.490002,40.668446,1357690
06-06-2005,46.599998,46.799999,45.41,45.540001,39.837406,1054425
07-06-2005,45.98,46.799999,45.84,46.41,40.598461,1124135
08-06-2005,46.799999,48.400002,46.490002,47.139999,41.237045,2118755
09-06-2005,47.389999,47.48,45.799999,46.419998,40.607204,999980
10-06-2005,46.560001,47,45.919998,46.290001,40.493484,1726470
13-06-2005,45.619999,46.560001,45.619999,46,40.239803,669885
14-06-2005,46.27,47.360001,45.82,45.990002,40.231052,1327940
15-06-2005,46.380001,46.599998,45.779999,46.41,40.598461,1683500
16-06-2005,46.98,47.200001,45.759998,46.07,40.301041,1894645
17-06-2005,46.349998,47.27,46.189999,47.049999,41.158325,2365160
20-06-2005,47.48,47.560001,46.799999,47.049999,41.158325,1351500
21-06-2005,47,47.18,46.450001,46.830002,40.96587,986850
22-06-2005,47.099998,48.400002,46.84,48.23,42.190559,4266520
23-06-2005,48.599998,49.580002,47.799999,48.049999,42.0331,2147160
24-06-2005,48.5,48.799999,47.919998,48.099998,42.076836,1464350
27-06-2005,48.200001,48.98,47.73,48.68,42.584209,1171935
28-06-2005,48.68,48.889999,47.099998,47.490002,41.543221,1093235
29-06-2005,47.400002,48.900002,46.799999,48.66,42.566711,2644860
30-06-2005,48.799999,50,47.599998,49.349998,43.170315,4327080
01-07-2005,48.98,50.369999,48,49.790001,43.555214,1237455
04-07-2005,49.049999,50.200001,46,48.77,42.662937,562245
05-07-2005,48.77,50.990002,48.43,48.880001,42.759167,2200430
06-07-2005,49.380001,51.299999,48.919998,50.77,44.412502,1596665
07-07-2005,52,52,49.23,49.959999,43.703926,910035
08-07-2005,50.299999,53.049999,50.299999,52.619999,46.030838,2059800
11-07-2005,53.009998,54.200001,53.009998,53.57,46.86187,1937230
12-07-2005,50.009998,54.16,50.009998,53.59,46.879379,1236650
13-07-2005,54,54.689999,53.07,53.32,46.643192,779965
14-07-2005,53.599998,54.380001,51.93,52.240002,45.698414,1685395
15-07-2005,52.200001,52.220001,49.810001,50.349998,44.045086,2322085
18-07-2005,50.599998,52.16,50.41,50.599998,44.263786,1232245
19-07-2005,52.299999,52.299999,50.400002,50.57,44.237537,935450
20-07-2005,50.599998,51.299999,49.220001,49.52,43.319027,2259040
21-07-2005,49.990002,50.18,49.599998,49.950001,43.695175,1511290
22-07-2005,49.599998,50.25,49.400002,49.950001,43.695175,1539175
25-07-2005,50,51.299999,49.599998,50.91,44.534962,1772655
26-07-2005,51.400002,54,51.200001,53.560001,46.85313,5934065
27-07-2005,54.139999,54.139999,52,52.529999,45.95211,599870
28-07-2005,52.529999,52.529999,52.529999,52.529999,45.95211,0
29-07-2005,48.529999,54.400002,48.529999,52.580002,45.995846,2373800
01-08-2005,52.98,54,52.669998,53.59,46.879379,1122875
02-08-2005,54,56,53.950001,55.32,48.392735,9183410
03-08-2005,56,57,55.110001,55.779999,48.795132,9265455
04-08-2005,57,57,52.450001,55.689999,48.716404,2936085
05-08-2005,55.599998,55.599998,52.970001,53.220001,46.555698,4372985
08-08-2005,53.619999,54.080002,51.220001,51.970001,45.462231,4005680
09-08-2005,52.220001,52.990002,51.049999,52.299999,45.750904,2957475
10-08-2005,52.279999,52.599998,51.799999,51.950001,45.444733,1327160
11-08-2005,52.200001,52.84,51.599998,51.950001,45.444733,2569405
12-08-2005,52,52.77,51.799999,52.310001,45.759659,3454400
16-08-2005,52.34,52.779999,52,52.09,45.567207,1800870
17-08-2005,52.740002,52.849998,52.080002,52.529999,45.95211,672545
18-08-2005,52.200001,53,52.009998,52.549999,45.969604,312570
19-08-2005,52.779999,52.779999,52.049999,52.310001,45.759659,556755
22-08-2005,53.799999,53.799999,51,51.389999,44.954857,618150
23-08-2005,51.799999,52.400002,49.02,49.970001,43.712666,1728480
24-08-2005,50.599998,50.950001,49.009998,49.540001,43.336517,972340
25-08-2005,49.599998,50.18,48,49.080002,42.934116,2458170
26-08-2005,48.599998,50,48.599998,49.740002,43.511471,720515
29-08-2005,49.790001,50.099998,48.709999,49.919998,43.668926,3396515
30-08-2005,50.200001,50.200001,49.799999,49.919998,43.668926,1232305
31-08-2005,50.400002,50.400002,49.650002,49.93,43.677681,3747845
01-09-2005,50.02,51,49.990002,50.189999,43.905125,1665390
02-09-2005,50.299999,52.18,49.43,51.43,44.989845,9548120
05-09-2005,51,52.779999,51,51.84,45.348507,1814065
06-09-2005,52.380001,52.380001,50.900002,52.009998,45.497219,600370
08-09-2005,52,52.779999,52,52.59,46.004589,755320
09-09-2005,52.400002,53.779999,51.799999,53.419998,46.730656,1495005
12-09-2005,53.700001,54.400002,53.400002,54.209999,47.421734,1428075
13-09-2005,54.060001,54.889999,53.82,54.509998,47.684166,1186130
14-09-2005,54.400002,54.799999,53.619999,54.029999,47.264275,1820810
15-09-2005,50.529999,54.59,50.529999,54.200001,47.412987,296455
16-09-2005,50.650002,54.400002,50.650002,53.34,46.660671,577000
19-09-2005,53,54.130001,53,53.740002,47.010586,614740
20-09-2005,53.529999,56.599998,52.82,56.049999,49.031311,2121295
21-09-2005,56.400002,58.490002,54.200001,57.290001,50.116055,3318940
22-09-2005,57.700001,57.799999,54.07,54.66,47.815384,1959090
23-09-2005,54.009998,55.799999,52.810001,53.509998,46.809387,802575
26-09-2005,57.759998,57.950001,53.509998,54.779999,47.920353,1066845
27-09-2005,55.759998,56.700001,54.610001,55.77,48.786392,1544300
28-09-2005,56.98,56.98,54.5,54.849998,47.98159,1929725
29-09-2005,55.200001,55.34,51.799999,52.720001,46.118313,2271355
30-09-2005,55,55,52.299999,53.16,46.503216,946800
03-10-2005,53.139999,53.389999,52.099998,52.310001,45.759659,1656675
04-10-2005,53,53.599998,52.400002,53.279999,46.608189,928965
05-10-2005,52.939999,52.939999,51.400002,51.650002,45.182308,1349025
06-10-2005,51.799999,52.200001,49.779999,50.639999,44.298771,2779295
07-10-2005,51.599998,51.599998,49.849998,51.279999,44.858624,1424705
10-10-2005,51.799999,52.380001,50.509998,52.099998,45.575943,1055885
11-10-2005,52.400002,52.41,50.82,51.77,45.28727,1118685
13-10-2005,51.700001,52,50.259998,50.669998,44.325008,2086810
14-10-2005,51.619999,52.560001,49.639999,51.52,45.068577,3916475
17-10-2005,52.259998,52.959999,48.650002,50.560001,44.228794,1048730
18-10-2005,50.59,51.599998,50.009998,50.41,44.097576,994760
19-10-2005,50,50.540001,49.52,50.110001,43.83514,1561455
20-10-2005,50.200001,50.990002,45.200001,47.240002,41.324532,3193125
21-10-2005,48,48.400002,46.029999,46.970001,41.088333,2317645
24-10-2005,47.5,47.950001,45.5,45.84,40.099842,1492325
25-10-2005,46.099998,46.880001,45.009998,46,40.239803,2143475
26-10-2005,46.099998,46.349998,45.009998,45.57,39.863647,1915950
27-10-2005,45.02,45.599998,43.869999,44.150002,38.621475,2101990
28-10-2005,44,46.02,44,45.66,39.942375,1477435
31-10-2005,44.900002,48.18,44.900002,47.849998,41.858143,1046705
02-11-2005,46.02,47.970001,46.02,47.790001,41.805656,220420
04-11-2005,47.790001,47.790001,47.790001,47.790001,41.805656,0
07-11-2005,48,48.200001,46.5,47.43,41.49073,1934530
08-11-2005,46.900002,48,46.900002,47.709999,41.735672,740265
09-11-2005,47.709999,48.700001,47.400002,47.810001,41.823154,1571330
10-11-2005,48.400002,48.400002,47.549999,47.639999,41.674431,717460
11-11-2005,47.639999,48.84,47.639999,48.060001,42.041851,1010600
14-11-2005,48.619999,49.599998,48.389999,49.060001,42.916626,1142895
16-11-2005,49.200001,50.860001,48.799999,50.25,43.957611,2643965
17-11-2005,51.740002,51.740002,49.84,51.060001,44.666172,4235835
18-11-2005,51.400002,51.5,49.52,50.02,43.756413,953300
21-11-2005,50.16,50.16,48.560001,48.970001,42.837894,1029925
22-11-2005,48.759998,49.189999,47.849998,48.009998,41.998096,755145
23-11-2005,48.040001,49.939999,47.5,49.73,43.502728,1348040
24-11-2005,49.860001,50.299999,48.860001,49.18,43.021595,1315355
25-11-2005,49.18,51.98,49.18,51.509998,45.059837,1187345
28-11-2005,51.599998,52.200001,51,52.029999,45.514713,1199655
29-11-2005,52,54,51.27,53.18,46.520714,2358570
30-11-2005,53.619999,54.950001,53.560001,54.25,47.456722,3095435
01-12-2005,54.099998,56.34,53.810001,55.93,48.926353,2120415
02-12-2005,56,56.799999,55.66,56.57,49.48621,1875975
05-12-2005,56.599998,59.16,56.509998,58.799999,51.436962,2032310
06-12-2005,57.98,60,57.799999,58.009998,50.745888,1495590
07-12-2005,58,58.799999,57.099998,58.330002,51.025826,907100
08-12-2005,58.299999,58.599998,57.799999,58.330002,51.025826,466210
09-12-2005,57.799999,58.400002,55,57.209999,50.046066,377730
12-12-2005,57.5,58.599998,56.5,56.779999,49.66991,415165
13-12-2005,57.099998,58.799999,56.700001,57.68,50.457218,1103720
14-12-2005,58,62.18,58,61.669998,53.947571,4282875
15-12-2005,61.380001,61.799999,56.549999,57.5,50.299763,1737285
16-12-2005,57.799999,59,57,57.18,50.019821,1106545
19-12-2005,58,59.799999,57.709999,59.27,51.848106,1242350
20-12-2005,59.27,59.709999,57.830002,58.150002,50.868362,677340
21-12-2005,59.34,59.490002,57.549999,58.43,51.113297,1465185
22-12-2005,58.490002,60.799999,58.02,59.509998,52.058056,1794540
23-12-2005,59.610001,60.599998,59.419998,60.009998,52.495445,595705
26-12-2005,60.009998,60.009998,56.299999,57.400002,50.21228,865705
27-12-2005,56.799999,61.400002,55.200001,60.32,52.766624,768925
28-12-2005,60.32,61.400002,59.049999,59.360001,51.926834,580740
29-12-2005,60,60.099998,55.799999,56.349998,49.293758,3307410
30-12-2005,56.799999,57.959999,56.639999,57.389999,50.203537,1254230
02-01-2006,58.400002,58.700001,57.299999,57.66,50.439716,715590
03-01-2006,58.040001,58.759998,57.700001,57.919998,50.66716,419965
04-01-2006,58.599998,59.75,58.200001,59.299999,51.874355,1448085
05-01-2006,59.299999,61.099998,58.810001,60.740002,53.134033,3013255
06-01-2006,61.799999,63.099998,60.82,62.77,54.90984,2035155
09-01-2006,63,65.150002,62.02,63.919998,55.915833,2035060
10-01-2006,64.199997,64.400002,61.200001,62.549999,54.717388,1998300
12-01-2006,62.799999,63.599998,58.529999,62.66,54.813606,937425
13-01-2006,63.200001,64.580002,62.900002,63.639999,55.670891,2309120
16-01-2006,63.990002,65,63.009998,64.639999,56.54567,1812945
17-01-2006,68.879997,71,64.599998,64.82,56.703133,1566355
18-01-2006,64.620003,65,62.200001,64.139999,56.108284,1319795
19-01-2006,65,66,64.519997,65.550003,57.341728,690225
20-01-2006,65.800003,69.959999,65.220001,67.75,59.26622,1201500
23-01-2006,67.900002,74.980003,66.019997,73.449997,64.25248,3207325
24-01-2006,69,73.879997,66.809998,67.309998,58.881325,2447030
25-01-2006,71,71,64.199997,64.959999,56.825596,2142220
27-01-2006,65.779999,67.839996,65.379997,66.650002,58.303974,3883055
30-01-2006,66.650002,67.760002,64.800003,66.68,58.330212,1723365
31-01-2006,66.900002,67.800003,66.010002,67.410004,58.968811,1218250
01-02-2006,67.400002,68.599998,66.010002,67.230003,58.811359,1584040
02-02-2006,68,69,66.120003,67.739998,59.257488,3089815
03-02-2006,68.220001,68.220001,64.870003,65.769997,57.534164,1398940
06-02-2006,66,67.18,65.199997,66.919998,58.540157,617915
07-02-2006,67.199997,72.400002,67,69.690002,60.963299,4386870
08-02-2006,69.800003,69.800003,66.660004,67.139999,58.732609,3066370
10-02-2006,67.239998,68.900002,67,68.57,59.983543,1673030
13-02-2006,68.800003,70,67.839996,69.410004,60.718372,1940520
14-02-2006,69.940002,72.139999,69.43,71.739998,62.756596,2295570
15-02-2006,72.599998,72.800003,69.050003,70.349998,61.540661,1645385
16-02-2006,70.599998,70.599998,68.620003,68.849998,60.2285,861150
17-02-2006,71.400002,71.400002,68,68.169998,59.633633,1052045
20-02-2006,68.400002,68.400002,66.07,66.550003,58.216503,841530
21-02-2006,68.68,68.879997,66.209999,66.900002,58.522671,911735
22-02-2006,67.400002,67.75,66,66.139999,57.857834,381935
23-02-2006,67,67.199997,63.099998,63.580002,55.618412,3406825
24-02-2006,64.599998,65.419998,63,64.300003,56.248245,3413370
27-02-2006,64.800003,66.760002,64.400002,66.339996,58.032787,5140130
28-02-2006,66.940002,66.970001,64.419998,65.510002,57.306744,1232795
01-03-2006,65.5,68,65.010002,67.68,59.204998,2298245
02-03-2006,67.800003,69.599998,67.559998,69.019997,60.377209,2477245
03-03-2006,69.400002,72.400002,69.099998,72.029999,63.010284,2468225
06-03-2006,72.019997,72.699997,70,72.290001,63.237728,847260
07-03-2006,72.199997,72.199997,69.449997,70.040001,61.269478,1162875
08-03-2006,70.199997,75.300003,70.199997,71.940002,62.931564,3178220
09-03-2006,69.209999,73.080002,69.209999,70.769997,61.908062,1838110
10-03-2006,71.800003,73.489998,71.309998,72.830002,63.710106,2784135
13-03-2006,72.959999,73.940002,71.610001,71.900002,62.896572,873250
14-03-2006,71.800003,85.099998,68.919998,76.110001,66.579369,26958070
16-03-2006,76.400002,77.879997,74.849998,75.309998,65.879555,6619830
17-03-2006,75.790001,76.900002,74.199997,74.940002,65.555878,2456215
20-03-2006,75.599998,75.989998,73.620003,73.870003,64.619881,3108885
21-03-2006,74,74.800003,70.57,70.980003,62.091774,2609725
22-03-2006,71.970001,72.199997,70.209999,70.82,61.951813,3404040
23-03-2006,71.599998,71.959999,69.199997,69.970001,61.208233,1429630
24-03-2006,70.400002,73.599998,69.620003,71.489998,62.537903,4210770
27-03-2006,72.900002,72.900002,70.010002,70.510002,61.680614,3441835
28-03-2006,71,71.980003,68.300003,68.68,60.079781,2918535
29-03-2006,69,70.379997,68.940002,69.949997,61.190742,2323185
30-03-2006,70.379997,70.599998,67.650002,68.169998,59.633633,2642930
31-03-2006,68.779999,71.699997,68.400002,71.209999,62.292965,2416380
03-04-2006,71.599998,72.980003,70.239998,72.209999,63.167763,968255
04-04-2006,73,74.400002,72.010002,73.529999,64.322464,2598430
05-04-2006,74,74.199997,72.260002,72.529999,63.447666,1633325
07-04-2006,72.599998,73.580002,69.220001,70.029999,61.260723,1414135
10-04-2006,71.099998,71.099998,69.599998,69.870003,61.120773,904845
12-04-2006,70.900002,71.580002,67.239998,67.980003,59.467434,2230410
13-04-2006,68.760002,68.760002,63.099998,63.799999,55.810848,3920340
17-04-2006,65.150002,68.190002,65,67.050003,58.653893,5183530
18-04-2006,68,71,67.75,70.449997,61.628143,4368110
19-04-2006,71.800003,74,68.050003,69.239998,60.569633,3120200
20-04-2006,69.82,71.5,69.279999,69.769997,61.033287,1328375
21-04-2006,70.940002,71,68,68.809998,60.193489,1302135
24-04-2006,69.279999,69.599998,67.949997,68.349998,59.7911,998470
25-04-2006,67.760002,69.919998,67.760002,69.419998,60.727127,1629705
26-04-2006,70,71.970001,69.690002,71.410004,62.467918,1800330
27-04-2006,72,72.160004,68.019997,69.610001,60.893322,2351260
28-04-2006,68.199997,69.800003,58.049999,69.129997,60.473431,990235
02-05-2006,70.099998,73.800003,70.099998,73.160004,63.998768,2140320
03-05-2006,74.400002,74.800003,72.019997,74.120003,64.838577,2010510
04-05-2006,73.800003,75,72.620003,73.599998,64.383682,2286025
05-05-2006,73.199997,74.349998,71,72.470001,63.395172,1126875
08-05-2006,72.959999,73.599998,71,71.599998,62.634129,1966290
09-05-2006,71.699997,74,71.019997,73.410004,64.217484,2743255
10-05-2006,73,76,73,74.849998,65.477173,4251365
11-05-2006,75.150002,75.580002,73.419998,74.529999,65.197243,1162485
12-05-2006,73,74.599998,72,72.230003,63.185242,911205
15-05-2006,72.589996,72.589996,69,69.190002,60.525913,646325
16-05-2006,70.800003,72.889999,64.209999,67.480003,59.633362,1195880
17-05-2006,68.800003,69.980003,67.82,68.800003,60.799858,1701750
18-05-2006,68.400002,68.989998,64.199997,65.07,57.503593,1456090
19-05-2006,69,69.199997,62.799999,64.75,57.220798,1428515
22-05-2006,65.730003,66.199997,61.799999,64.709999,57.185452,1812900
23-05-2006,64.709999,64.709999,60.599998,63.060001,55.727318,2779885
24-05-2006,64.940002,67.199997,61,61.57,54.410576,3761440
25-05-2006,61.049999,62.18,56.599998,59.290001,52.395702,4526710
26-05-2006,61.799999,62.799999,60.279999,60.540001,53.500351,3168310
29-05-2006,61.200001,62.599998,60.700001,61.799999,54.613831,1051395
30-05-2006,62.200001,62.200001,59.400002,60.380001,53.358948,561975
31-05-2006,59.599998,59.799999,56.200001,57.049999,50.416161,1395250
01-06-2006,59.650002,59.650002,56,56.98,50.354309,1627900
02-06-2006,57.200001,62.599998,56,61.77,54.587311,2534075
05-06-2006,62,62.48,60.799999,61.610001,54.445927,2586530
06-06-2006,59.799999,60.650002,58.220001,59.23,52.342674,1015625
07-06-2006,58.599998,60.380001,56,58.240002,51.467796,2579725
08-06-2006,56.099998,56.959999,49.700001,51.09,45.149197,1292890
09-06-2006,50.400002,54,47.400002,52.139999,46.077103,3006135
12-06-2006,53.599998,53.599998,48,51.349998,45.378967,1322280
13-06-2006,49.799999,50.799999,48,48.630001,42.975258,994360
14-06-2006,48.799999,50.990002,44.029999,48.619999,42.966412,2235490
15-06-2006,49.799999,51.799999,48,49.990002,44.177113,1780940
16-06-2006,52,54.5,51.200001,52.259998,46.183155,1310395
19-06-2006,52.599998,54,49.5,53.540001,47.314308,372155
20-06-2006,52.02,52.799999,51.099998,52.209999,46.138969,1301235
21-06-2006,52.599998,53.560001,52.099998,52.459999,46.35989,307620
22-06-2006,54.59,58.400002,53.400002,56.560001,49.983147,1745195
23-06-2006,56.560001,58.400002,52.68,55.290001,48.860825,2489075
26-06-2006,58,58,52,54.790001,48.418953,16390640
27-06-2006,56,56,54.029999,54.799999,48.427799,2450220
28-06-2006,53.360001,55.200001,53.02,53.82,47.561752,1281975
29-06-2006,54.580002,54.599998,50.060001,50.880001,44.963619,2037690
30-06-2006,53.599998,54.099998,52.5,53.59,47.35849,987510
03-07-2006,54.799999,56,53.200001,55.169998,48.754772,1024400
04-07-2006,55.799999,57.200001,55.799999,56.18,49.647335,958695
05-07-2006,56.18,57.52,54.400002,57.25,50.592911,885560
06-07-2006,56.009998,57.880001,56.009998,56.18,49.647335,1063760
07-07-2006,57.200001,57.200001,54.200001,54.82,48.44548,652420
10-07-2006,57.389999,57.389999,54.02,54.849998,48.471981,234745
11-07-2006,55,55.599998,54.5,55.330002,48.896172,293660
12-07-2006,50.200001,55.939999,50.200001,55.32,48.887333,326545
13-07-2006,55.939999,57.200001,53.619999,54.619999,48.268726,2362350
14-07-2006,55,56.360001,53.220001,54.82,48.44548,1078270
17-07-2006,55,57,51.07,52.049999,45.997562,707155
18-07-2006,52.029999,52.029999,49.900002,50.650002,44.760372,2740290
19-07-2006,51.98,53.400002,50.25,50.790001,44.884083,1044905
20-07-2006,52,53,51.209999,52.720001,46.589664,678865
21-07-2006,52.799999,52.799999,51.049999,52.07,46.015244,370950
24-07-2006,52,55.580002,50.07,55.119999,48.710579,1448680
25-07-2006,56.889999,59.799999,55.82,59.490002,52.572445,3241930
26-07-2006,59.970001,63.400002,59.599998,62.400002,55.144066,5029420
27-07-2006,62.009998,62.599998,58.919998,59.259998,52.369183,2954185
28-07-2006,59.419998,61.389999,59.02,59.540001,52.616631,2114105
31-07-2006,60,62,59.040001,59.529999,52.607788,1213965
01-08-2006,60,60.98,59,60.290001,53.279419,804205
02-08-2006,60,64.580002,60,63.580002,56.186852,2086160
03-08-2006,64,65.400002,63.810001,64.309998,56.831959,3729690
04-08-2006,64.989998,65.199997,62.259998,63.599998,56.204525,1661895
07-08-2006,62,64.540001,62,64.260002,56.787785,4795375
08-08-2006,63.599998,66.400002,59.599998,64.07,56.619877,1119680
